"Ctry_code"|"reg_code"|"reg_tl3"|"reg_tl3_label"
"US"|"US21089"|"US029"|"Charleston - Wv"
"US"|"US21091"|"US054"|"Evansville - In-Ky"
"US"|"US21093"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21095"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21097"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21099"|"US116"|"Nashville-Davidson-Murfreesboro-Columbia - Tn"
"US"|"US21101"|"US054"|"Evansville - In-Ky"
"US"|"US21103"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21105"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US21107"|"US054"|"Evansville - In-Ky"
"US"|"US21109"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21111"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21113"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21115"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21117"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US21119"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21121"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21123"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21125"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21127"|"US029"|"Charleston - Wv"
"US"|"US21129"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21131"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21133"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21135"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US21137"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21139"|"US122"|"Paducah - Ky-Il"
"US"|"US21141"|"US116"|"Nashville-Davidson-Murfreesboro-Columbia - Tn"
"US"|"US21143"|"US122"|"Paducah - Ky-Il"
"US"|"US21145"|"US122"|"Paducah - Ky-Il"
"US"|"US21147"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21149"|"US054"|"Evansville - In-Ky"
"US"|"US21151"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21153"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21155"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21157"|"US122"|"Paducah - Ky-Il"
"US"|"US21159"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21161"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US21163"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21165"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21167"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21169"|"US116"|"Nashville-Davidson-Murfreesboro-Columbia - Tn"
"US"|"US21171"|"US116"|"Nashville-Davidson-Murfreesboro-Columbia - Tn"
"US"|"US21173"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21175"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21177"|"US054"|"Evansville - In-Ky"
"US"|"US21179"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21181"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21183"|"US054"|"Evansville - In-Ky"
"US"|"US21185"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21187"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US21189"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21191"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US21193"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21195"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21197"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21199"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21201"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21203"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21205"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21207"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21209"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21211"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21213"|"US116"|"Nashville-Davidson-Murfreesboro-Columbia - Tn"
"US"|"US21215"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21217"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21219"|"US116"|"Nashville-Davidson-Murfreesboro-Columbia - Tn"
"US"|"US21221"|"US116"|"Nashville-Davidson-Murfreesboro-Columbia - Tn"
"US"|"US21223"|"US098"|"Louisville-Elizabethtown-Scottsburg - Ky-In"
"US"|"US21225"|"US054"|"Evansville - In-Ky"
"US"|"US21227"|"US116"|"Nashville-Davidson-Murfreesboro-Columbia - Tn"
"US"|"US21229"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21231"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21233"|"US054"|"Evansville - In-Ky"
"US"|"US21235"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21237"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US21239"|"US094"|"Lexington-Fayette-Frankfort-Richmond - Ky"
"US"|"US22001"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22003"|"US091"|"Lake Charles-Jennings - La"
"US"|"US22005"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22007"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22009"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22011"|"US091"|"Lake Charles-Jennings - La"
"US"|"US22013"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22015"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22017"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22019"|"US091"|"Lake Charles-Jennings - La"
"US"|"US22021"|"US113"|"Monroe-Bastrop - La"
"US"|"US22023"|"US091"|"Lake Charles-Jennings - La"
"US"|"US22025"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US22027"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22029"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US22031"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22033"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22035"|"US113"|"Monroe-Bastrop - La"
"US"|"US22037"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22039"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22041"|"US113"|"Monroe-Bastrop - La"
"US"|"US22043"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22045"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22047"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22049"|"US113"|"Monroe-Bastrop - La"
"US"|"US22051"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22053"|"US091"|"Lake Charles-Jennings - La"
"US"|"US22055"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22057"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22059"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22061"|"US113"|"Monroe-Bastrop - La"
"US"|"US22063"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22065"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US22067"|"US113"|"Monroe-Bastrop - La"
"US"|"US22069"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22071"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22073"|"US113"|"Monroe-Bastrop - La"
"US"|"US22075"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22077"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22079"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22081"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22083"|"US113"|"Monroe-Bastrop - La"
"US"|"US22085"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22087"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22089"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22091"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22093"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22095"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22097"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22099"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22101"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22103"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22105"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22107"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US22109"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22111"|"US113"|"Monroe-Bastrop - La"
"US"|"US22113"|"US090"|"Lafayette-Acadiana - La"
"US"|"US22115"|"US091"|"Lake Charles-Jennings - La"
"US"|"US22117"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US22119"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US22121"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22123"|"US113"|"Monroe-Bastrop - La"
"US"|"US22125"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US22127"|"US153"|"Shreveport-Bossier City-Minden - La"
"US"|"US23001"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23003"|"US014"|"Bangor - Me"
"US"|"US23005"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23007"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23009"|"US014"|"Bangor - Me"
"US"|"US23011"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23013"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23015"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23017"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23019"|"US014"|"Bangor - Me"
"US"|"US23021"|"US014"|"Bangor - Me"
"US"|"US23023"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23025"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23027"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US23029"|"US014"|"Bangor - Me"
"US"|"US23031"|"US130"|"Portland-Lewiston-South Portland - Me"
"US"|"US24001"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24003"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24005"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24009"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24011"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24013"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24015"|"US127"|"Philadelphia-Camden-Vineland - Pa-Nj-De-Md"
"US"|"US24017"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24019"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24021"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24023"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24025"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24027"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24029"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24031"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24033"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24035"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24037"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24039"|"US049"|"Dover - De"
"US"|"US24041"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24043"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US24045"|"US049"|"Dover - De"
"US"|"US24047"|"US049"|"Dover - De"
"US"|"US24510"|"US174"|"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv"
"US"|"US25001"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25003"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US25005"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25007"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25009"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25011"|"US072"|"Hartford-West Hartford-Willimantic - Ct"
"US"|"US25013"|"US072"|"Hartford-West Hartford-Willimantic - Ct"
"US"|"US25015"|"US072"|"Hartford-West Hartford-Willimantic - Ct"
"US"|"US25017"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25019"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25021"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25023"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25025"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US25027"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US26001"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26003"|"US102"|"Marinette - Wi-Mi"
"US"|"US26005"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26007"|"US006"|"Alpena - Mi"
"US"|"US26009"|"US006"|"Alpena - Mi"
"US"|"US26011"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26013"|"US102"|"Marinette - Wi-Mi"
"US"|"US26015"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26017"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26019"|"US168"|"Traverse City - Mi"
"US"|"US26021"|"US156"|"South Bend-Mishawaka - In-Mi"
"US"|"US26023"|"US060"|"Fort Wayne-Huntington-Auburn - In"
"US"|"US26025"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26027"|"US156"|"South Bend-Mishawaka - In-Mi"
"US"|"US26029"|"US006"|"Alpena - Mi"
"US"|"US26031"|"US006"|"Alpena - Mi"
"US"|"US26033"|"US102"|"Marinette - Wi-Mi"
"US"|"US26035"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26037"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26039"|"US006"|"Alpena - Mi"
"US"|"US26041"|"US102"|"Marinette - Wi-Mi"
"US"|"US26043"|"US102"|"Marinette - Wi-Mi"
"US"|"US26045"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26047"|"US006"|"Alpena - Mi"
"US"|"US26049"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26051"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26053"|"US176"|"Wausau-Merrill - Wi"
"US"|"US26055"|"US168"|"Traverse City - Mi"
"US"|"US26057"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26059"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26061"|"US102"|"Marinette - Wi-Mi"
"US"|"US26063"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26065"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26067"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26069"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26071"|"US102"|"Marinette - Wi-Mi"
"US"|"US26073"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26075"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26077"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26079"|"US168"|"Traverse City - Mi"
"US"|"US26081"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26083"|"US102"|"Marinette - Wi-Mi"
"US"|"US26085"|"US168"|"Traverse City - Mi"
"US"|"US26087"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26089"|"US168"|"Traverse City - Mi"
"US"|"US26091"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26093"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26095"|"US102"|"Marinette - Wi-Mi"
"US"|"US26097"|"US102"|"Marinette - Wi-Mi"
"US"|"US26099"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26101"|"US168"|"Traverse City - Mi"
"US"|"US26103"|"US102"|"Marinette - Wi-Mi"
"US"|"US26105"|"US168"|"Traverse City - Mi"
"US"|"US26107"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26109"|"US102"|"Marinette - Wi-Mi"
"US"|"US26111"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26113"|"US168"|"Traverse City - Mi"
"US"|"US26115"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26117"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26119"|"US006"|"Alpena - Mi"
"US"|"US26121"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26123"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26125"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26127"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26129"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26131"|"US176"|"Wausau-Merrill - Wi"
"US"|"US26133"|"US168"|"Traverse City - Mi"
"US"|"US26135"|"US006"|"Alpena - Mi"
"US"|"US26137"|"US006"|"Alpena - Mi"
"US"|"US26139"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26141"|"US006"|"Alpena - Mi"
"US"|"US26143"|"US006"|"Alpena - Mi"
"US"|"US26145"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26147"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26149"|"US156"|"South Bend-Mishawaka - In-Mi"
"US"|"US26151"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26153"|"US102"|"Marinette - Wi-Mi"
"US"|"US26155"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26157"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26159"|"US064"|"Grand Rapids-Muskegon-Holland - Mi"
"US"|"US26161"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26163"|"US047"|"Detroit-Warren-Flint - Mi"
"US"|"US26165"|"US168"|"Traverse City - Mi"
"US"|"US27001"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27003"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27005"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27007"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27009"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27011"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27013"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27015"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27017"|"US050"|"Duluth - Mn-Wi"
"US"|"US27019"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27021"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27023"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27025"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27027"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US27029"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27031"|"US050"|"Duluth - Mn-Wi"
"US"|"US27033"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27035"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27037"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27039"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27041"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27043"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27045"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27047"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27049"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27051"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27053"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27055"|"US089"|"La Crosse - Wi-Mn"
"US"|"US27057"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27059"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27061"|"US050"|"Duluth - Mn-Wi"
"US"|"US27063"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27065"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27067"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27069"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US27071"|"US050"|"Duluth - Mn-Wi"
"US"|"US27073"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27075"|"US050"|"Duluth - Mn-Wi"
"US"|"US27077"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US27079"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27081"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27083"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27085"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27087"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27089"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US27091"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27093"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27095"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27097"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27099"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27101"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27103"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27105"|"US155"|"Sioux Falls - Sd"
"US"|"US27107"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US27109"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27111"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27113"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US27115"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27117"|"US155"|"Sioux Falls - Sd"
"US"|"US27119"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US27121"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27123"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27125"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US27127"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27129"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27131"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27133"|"US155"|"Sioux Falls - Sd"
"US"|"US27135"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US27137"|"US050"|"Duluth - Mn-Wi"
"US"|"US27139"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27141"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27143"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27145"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27147"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27149"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27151"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27153"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27155"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27157"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27159"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27161"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27163"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27165"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27167"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US27169"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27171"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US27173"|"US109"|"Minneapolis-St. Paul-St. Cloud - Mn-Wi"
"US"|"US28001"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28003"|"US171"|"Tupelo - Ms"
"US"|"US28005"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28007"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28009"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28011"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28013"|"US171"|"Tupelo - Ms"
"US"|"US28015"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28017"|"US171"|"Tupelo - Ms"
"US"|"US28019"|"US171"|"Tupelo - Ms"
"US"|"US28021"|"US080"|"Jackson-Yazoo City - Ms"
